position_group,latitude,longitude,hospital_count,hospitals,states,districts
"13.001, 77.574",13.0013627,77.5742402,1,Malleswaram Eye Day Care Hospital - Bengalore,Karnataka,Bengaluru Urban
"13.001, 77.576",13.0009245,77.5756987,1,Narayana Super Speciality Hospital,Karnataka,Bengaluru Urban
"13.002, 77.57",13.0018482,77.5697162,1,Lakshmi Maternity Home,Karnataka,Bengaluru Urban
"13.002, 77.575",13.0018523,77.5745652,1,Atreya Charitable Trust,Karnataka,Bengaluru Urban
"13.002, 77.631",13.0017513,77.6312199,1,Kamath Nursing Home,Karnataka,Bengaluru Urban
"13.004, 77.937",13.0044971,77.9372339,1,Sanjana Hospital,Karnataka,Kolar
"13.005, 77.587",13.0046163,77.5870535,1,Narayana Hrudayalaya Pvt Ltd,Karnataka,Kolar
"13.005, 77.704",13.0050221,77.7036163,1,Maithri Nursing Homeand Diagnostic,Karnataka,Bengaluru Urban
"13.006, 77.554",13.0061399,77.5537558,1,St. Theresa'S Hospital,Karnataka,Bengaluru Urban
"13.006, 77.612",13.0055118,77.612314,1,Mediscope Hospital,Karnataka,Bengaluru Urban
"13.007, 76.1",13.0068142,76.0995519,1,Chamarajendra Hospital,Karnataka,Hassan
"13.007, 77.549",13.0066193,77.5491304,1,Ratkal Speciality Clinic,Karnataka,Bengaluru Urban
"13.007, 77.556",13.0070025,77.5556028,1,Pragathi Nursing Home,Karnataka,Bengaluru Urban
"13.007, 77.571",13.0071731,77.5707558,1,Shaker Nursing Home,Karnataka,Bengaluru Urban
"13.007, 77.581",13.0067174,77.5814238,1,"Nova Medical Center, Sadashiv Nagar",Karnataka,Bengaluru Urban
"13.008, 77.506",13.0077333,77.5055679,1,Jai Maruthi Hospital,Karnataka,Bengaluru Rural
"13.008, 77.547",13.008245,77.546926,1,Sangolli Nursing Home,Karnataka,Bengaluru Urban
"13.008, 77.563",13.0082512,77.5632061,1,Kids Clinic India Pvt.Ltd.- Cloudnine,Karnataka,Bengaluru Urban
"13.008, 77.698",13.0076532,77.6980626,1,Suresh Hospital,Karnataka,Bengaluru Urban
"13.009, 77.526",13.0087538,77.5263961,1,Ravi Kirlosker Memorial Hospital,Karnataka,Bengaluru Urban
"13.009, 77.541",13.008932,77.540603,1,Shankara Nethralaya Eye Hospital,Karnataka,Bengaluru Urban
"13.009, 77.555",13.0091495,77.5550075,1,St. Theresa's Hospital,Karnataka,Bengaluru Urban
"13.01, 76.103",13.0097539,76.102906,1,Janatha Hospital and Research Center,Karnataka,Hassan
"13.01, 77.538",13.0103904,77.538296,1,Dr Varmas Jyothi Prasad Nursing Home Pvt Ltd,Karnataka,Bengaluru Urban
"13.01, 77.559",13.0103758,77.5590452,1,"Nethradhama Superspeciality Eye Hospital - Rajajinagar, Bangalore",Karnataka,Bengaluru Urban
"13.01, 77.619",13.0100273,77.6185286,1,Mediscon Nursing Home,Karnataka,Bengaluru Urban
"13.012, 77.557",13.0123801,77.5570553,1,Columbia Asia Referral Hospital,Karnataka,Bengaluru Urban
"13.012, 77.605",13.0122294,77.6050075,1,Padmabhushan Dr.M.C.Modi Charitable Eye Hospital,Karnataka,Bengaluru Urban
"13.012, 77.677",13.01177,77.676584,1,Batra Hospital,Madhya Pradesh,Bhopal
"13.013, 77.616",13.012684,77.616496,1,Al- Habeeb Hospital,Karnataka,Bengaluru Urban
"13.013, 77.637",13.0127953,77.6374848,1,R K Hospital,Karnataka,Bengaluru Urban
"13.014, 75.306",13.0142847,75.3060544,1,Sri Damodar Hospital,Karnataka,Dakshina Kannada
"13.014, 77.644",13.0135067,77.6441557,1,Kranthi Speciality Hospital,Karnataka,Bengaluru Rural
"13.014, 77.651",13.0136121,77.650656,1,Asha Nursing Home,Karnataka,Bengaluru Urban
"13.015, 77.52",13.0152952,77.5203623,1,Sai Baba Hospital,Karnataka,Bengaluru Urban
"13.015, 77.531",13.0145722,77.5307965,1,Nandini Layout Meternity Home,Karnataka,Bengaluru Urban
"13.015, 77.67",13.014682,77.6702166,1,Zion Hospital And Research Centre Pvt.Ltd.,Karnataka,Bengaluru Urban
"13.015, 77.678",13.0153803,77.677642,1,Sri Sai Eye Hospital,Karnataka,Bengaluru Urban
"13.015, 80.209",13.0151965,80.2089209,1,Suraj Hospital Pvt. Ltd.,Karnataka,Davangere
"13.016, 77.534",13.0159906,77.5338233,1,J.P.Nursing Home,Karnataka,Bengaluru Urban
"13.016, 77.651",13.0156412,77.6512586,1,Piles Clinic and Hospital,Karnataka,Bengaluru Urban
"13.017, 77.597",13.0166308,77.5967556,1,V-Care Hoapitals and Diagnostic Center,Karnataka,Bengaluru Urban
"13.017, 77.634",13.0173829,77.6335474,1,Sathya Hospital,Karnataka,Bengaluru Urban
"13.017, 77.648",13.0174438,77.6478042,1,Pranav Hospital,Karnataka,Bengaluru Urban
"13.018, 77.544",13.01781,77.544225,1,Mysore Hospital,Karnataka,Bengaluru Urban
"13.018, 77.678",13.0184435,77.6781215,1,Ashwini Nursing Home,Karnataka,Bengaluru Urban
"13.018, 77.684",13.017604,77.6836792,1,Sri Balaji Polyclinic and Diagnostic Centr,Karnataka,Bengaluru Urban
"13.019, 77.648",13.0189917,77.6478568,1,Lokhande S Hospital,Karnataka,Bengaluru Urban
"13.022, 77.546",13.0222313,77.5458444,1,Dr. B. Venkatasubbarao Memorial Hospital,Karnataka,Bengaluru Urban
"13.022, 77.559",13.0222723,77.5589993,1,Kala Hospital,Karnataka,Bengaluru Urban
"13.023, 77.553",13.0229714,77.5526778,1,Yeshvanthpura Meternity Home,Karnataka,Bengaluru Urban
"13.023, 77.559",13.0232487,77.5585217,1,Suchetana Hospital,Karnataka,Davangere
"13.023, 77.593",13.0225809,77.5931039,1,Chaitanya Hospital,Karnataka,Bengaluru Urban
"13.024, 77.596",13.0241721,77.5960331,1,Premier Hospital,Karnataka,Bengaluru Urban
"13.024, 77.65",13.0241842,77.6497088,1,Ketham`S Hospital Pvt. Ltd,Karnataka,Bengaluru Urban
"13.024, 77.655",13.0237678,77.6550583,1,Nmpc Hospital,Karnataka,Bengaluru Urban
"13.025, 77.586",13.0252889,77.5859294,1,Amazon Hospital,Karnataka,Bengaluru Urban
"13.025, 77.594",13.0248077,77.593845,1,Geeta Nursing Home,Karnataka,Bengaluru Urban
"13.025, 77.635",13.0252077,77.6345703,1,Good Shepherd Hospital,Karnataka,Bengaluru Urban
"13.026, 77.385",13.0256462,77.3846124,1,J.P.Hospital,Karnataka,Bengaluru Rural
"13.026, 77.577",13.0262299,77.5768601,1,Nethra Eye Hospital,Karnataka,Bengaluru Urban
"13.026, 77.593",13.0263835,77.5931572,1,Asha Kiran Children Health Care Centre,Karnataka,Bengaluru Urban
"13.026, 77.631",13.026291,77.6313857,1,Shivam Vishwa Specality Hospital,Karnataka,Bengaluru Urban
"13.026, 77.637",13.0256425,77.6366197,1,Dr.Zamindar Microsurgical Eye Centre,Karnataka,Bengaluru Urban
"13.026, 77.72",13.0260188,77.720429,1,Geetha Hospital,Karnataka,Bengaluru Urban
"13.026, 80.257",13.0263892,80.2566037,1,Dr.Dange Nursing Home,Karnataka,Haveri
"13.027, 77.558",13.026508,77.5581871,1,Acharya Tulsi Jain Hospital,Karnataka,Bengaluru Urban
"13.027, 77.631",13.0267169,77.6312652,1,Sun Orthopaedic Hospital,Karnataka,Bengaluru Urban
"13.028, 77.561",13.0280231,77.5614553,1,Aradhana Netra Mandira,Karnataka,Bengaluru Urban
"13.028, 77.586",13.0282801,77.5861075,1,Sankara Nethralaya,Karnataka,Bengaluru Urban
"13.029, 77.59",13.029083,77.5904031,1,Sarojini Hospital,Karnataka,Bengaluru Urban
"13.03, 77.552",13.0304978,77.5522692,1,Chord Road Hospital Pvt. Ltd.,Karnataka,Bengaluru Urban
"13.03, 77.56",13.030329,77.5604111,1,Subbiah Hospital ( A Unit Of Shirdi Sai Hospital Pvt. Ltd. ),Karnataka,Bengaluru Urban
"13.03, 77.605",13.0297169,77.6047757,1,Sm Hospital,Karnataka,Bengaluru Urban
"13.03, 80.234",13.0298798,80.2342283,1,Prajna Kuteera,Karnataka,Mysuru
"13.031, 77.513",13.0313407,77.5132474,1,Keerthana Netralaya,Karnataka,Bengaluru Rural
"13.031, 77.529",13.0314031,77.5291865,1,Panchamukhi Hospital,Karnataka,Bengaluru Urban
"13.031, 80.272",13.0311046,80.2720822,1,Sri Satya Sai Hospital,Andhra Pradesh,Y.S.R.
"13.032, 77.628",13.0319843,77.6282025,1,Arvind Nursing Home,Karnataka,Mysuru
"13.032, 80.137",13.0320585,80.1366009,1,Aravind Kidney Centre,Andhra Pradesh,SPSR Nellore
"13.032, 80.182",13.0317443,80.1816719,1,Ramapuram,Kerala,Kottayam
"13.034, 77.539",13.0336074,77.5388209,1,Tanmay Hospital,Karnataka,Bengaluru Urban
"13.034, 77.568",13.0344064,77.5682976,1,M.S. Ramaiah Memorial Hospitals(Only For Corporate),Karnataka,Bengaluru Urban
"13.034, 80.171",13.0343948,80.1713919,1,Ashraya Hospital,Karnataka,Chikkamagaluru
"13.035, 77.589",13.0353782,77.5887614,1,Columbia Asia,Karnataka,Bengaluru Urban
"13.035, 77.59",13.0348331,77.5895322,1,Shivanna Memorial Hospital,Karnataka,Tumakuru
"13.036, 77.556",13.0363247,77.5558518,1,Sarthy General Hospital,Karnataka,Mysuru
"13.036, 77.577",13.0364641,77.5767631,1,Mamta Hospital,Karnataka,Bengaluru Rural
"13.036, 77.578",13.0359873,77.5780613,1,Sanjeewan Hospital,Chhattisgarh,Raipur
"13.036, 77.736",13.036048,77.735852,1,S.N. Hospital,Karnataka,Bengaluru Urban
"13.037, 80.203",13.0367994,80.2025247,1,Navchetna Hospital,Haryana,Faridabad
"13.037, 80.216",13.0373414,80.2159027,1,Savashram Chikitsalaya,Karnataka,Belagavi
"13.039, 75.407",13.0392917,75.4067937,1,Sri Krishna Hospital,Karnataka,Dakshina Kannada
"13.039, 80.212",13.0393451,80.2122528,1,Sri Nidhi Hospital,Karnataka,Mandya
"13.04, 77.518",13.039944,77.518339,1,Krishna Hospital,Karnataka,Bengaluru Urban
"13.041, 77.391",13.0410322,77.3914939,1,M.S. Ramaiah Harsha Hospital,Karnataka,Bengaluru Urban
"13.041, 77.558",13.0412034,77.5579956,1,Nathrushree Nethralaya,Karnataka,Bengaluru Urban
"13.041, 80.232",13.0407328,80.2321075,1,Praja Vydyasala,Andhra Pradesh,Krishna
"13.043, 77.513",13.0430279,77.5125327,1,Sri Raghavendra Hospital,Karnataka,Bengaluru Urban
"13.043, 80.162",13.0433764,80.1622367,1,Mamatha Nursing Home,Andhra Pradesh,Anantapur
"13.044, 77.637",13.0444016,77.6374893,1,Avhieta Hospital and Health Care,Karnataka,Bengaluru Urban
"13.046, 77.521",13.0460754,77.5209231,1,Shree Matha Speciality Clinic For Piles and Proctolo,Karnataka,Bengaluru Urban
"13.046, 77.522",13.0459145,77.5221593,1,Siddartha Hospital and Diagostics,Karnataka,Bengaluru Urban
"13.048, 77.636",13.047854,77.636016,1,Shushrusha Nursing Home,Karnataka,Bengaluru Urban
"13.05, 80.256",13.0501141,80.2560144,1,Saravana Hospital,Kerala,Thiruvananthapuram
"13.051, 77.507",13.051161,77.5073215,1,Sri Maruthi Nursing Home,Karnataka,Bengaluru Urban
"13.052, 80.247",13.0520155,80.2474986,1,Chitranjan Sevasadan General,Bihar,Lakhisarai
"13.054, 77.51",13.0542174,77.5096278,1,Deepak Nursing Home,Karnataka,Bengaluru Urban
"13.054, 80.198",13.0536607,80.1983149,1,Geeta Nursing Home / Geeta Surgical and Ultrasound Centre,Haryana,Gurgaon
"13.056, 80.218",13.0560527,80.2184139,1,Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari
"13.058, 77.59",13.0575359,77.5897606,1,Goldfinch Hospital,Karnataka,Bengaluru Urban
"13.058, 77.593",13.0576551,77.5932891,1,Cauvery Medical Center Limited,Karnataka,Bengaluru Urban
"13.063, 74.847",13.0631528,74.8469195,1,Concetta Hospital,Karnataka,Dakshina Kannada
"13.063, 77.592",13.0628571,77.5922138,1,North Side Hospital And Diagnostic Centre,Karnataka,Bengaluru Urban
"13.063, 80.222",13.0632319,80.221594,1,Sharada Dhanvantari Haemodialysis Centre,Karnataka,Bengaluru Urban
"13.063, 80.224",13.063199,80.2235291,1,Popular Hospital,Karnataka,Bengaluru Urban
"13.064, 77.583",13.0636862,77.5833342,1,Sumathi Nursing and Maternity Home,Karnataka,Bengaluru Urban
"13.066, 77.642",13.0660282,77.6419478,1,Sri Sai Nursing Home and Diagnostic Laboratory,Karnataka,Bengaluru Urban
"13.069, 77.558",13.0688367,77.5580402,1,Kruthika Hospital,Karnataka,Bengaluru Urban
"13.073, 77.787",13.0733021,77.7867803,1,Kims Hospital and Research Centre,Karnataka,Bengaluru Urban
"13.074, 77.557",13.0735607,77.5569874,1,Naggapa Hadli Hospital,Karnataka,Bengaluru Urban
"13.078, 77.557",13.0777239,77.5569265,1,Soukya Hospital,Karnataka,Bengaluru Urban
"13.079, 80.212",13.078944,80.2119443,1,Bhats Nurshing Home,Karnataka,Dakshina Kannada
"13.082, 80.169",13.0821587,80.1686614,1,Nizams Little Star Children Hospital,Andhra Pradesh,SPSR Nellore
"13.091, 80.156",13.0906485,80.1555927,1,Sri Venkateshwara Nursign Home,Andhra Pradesh,East Godavari
"13.092, 80.291",13.0919443,80.2906867,1,Dr. Maniars Ent Hospital,Gujarat,Junagadh
"13.093, 77.586",13.0931058,77.5861201,1,Chaitanya Medical Centre Maternity and Surgical Care,Karnataka,Bengaluru Urban
"13.095, 77.577",13.0948638,77.5772344,1,Kamal Maternity and Surgical Nursing Home,Karnataka,Bengaluru Urban
"13.096, 77.579",13.0964406,77.5792259,1,Sankalpa E.N.T Care Centre,Karnataka,Bengaluru Urban
"13.099, 77.582",13.0992667,77.5817948,1,New City Hospital,Karnataka,Bengaluru Urban
"13.1, 77.575",13.0997431,77.57463,1,"S B Medical Centre,",Karnataka,Bengaluru Urban
"13.1, 77.581",13.1002784,77.580947,1,Girish Eye and Children Clinic,Karnataka,Bengaluru Urban
"13.1, 77.596",13.1001803,77.5958446,1,Saraswathi Poly Clinic,Karnataka,Bengaluru Urban
"13.101, 77.595",13.1008405,77.5945732,1,Railways Hospital,Karnataka,Bengaluru Urban
"13.103, 77.567",13.1026716,77.5668889,1,Akshaya Nursing Home,Karnataka,Bengaluru Urban
"13.104, 77.607",13.1040221,77.6073011,1,Sri Maruthi Hospital,Karnataka,Bengaluru Urban
"13.108, 77.572",13.1077823,77.5716915,1,Neha Prakash Hospital,Karnataka,Bengaluru Urban
"13.13, 78.129",13.129853,78.1293626,1,Sri Nava Ratna Surgical And Maternity Nursing Home,Karnataka,Kolar
"13.134, 78.134",13.1337126,78.134156,1,Akshaya Nursing Home,Karnataka,Kolar
"13.134, 78.136",13.1340086,78.1359924,1,Ganesh Health Care,Karnataka,Kolar
"13.139, 76.224",13.1389848,76.2238172,1,Smt Savitramma Sri Shanasappa Hospital,Karnataka,Hassan
"13.152, 77.613",13.151907,77.612743,1,Krishnadevaraya Hospital And Research Centre,Karnataka,Bengaluru Urban
"13.158, 77.326",13.1582339,77.32569,1,People Tree Hospitals,Karnataka,Bengaluru Urban
"13.166, 78.394",13.1660432,78.3939545,1,Poornima Hospital and Maternity Center,Karnataka,Kolar
"13.194, 77.502",13.193522,77.501753,1,Doddaballapur Govt Hospital,Karnataka,Bengaluru Rural
"13.197, 75.004",13.1965603,75.004302,1,Spandana Maternity and General Hospital,Karnataka,Udupi
"13.213, 74.999",13.2130447,74.9985889,1,City Nursing Home,Karnataka,Udupi
"13.219, 74.749",13.2187521,74.74884,1,Prashanth Hospital,Karnataka,Udupi
"13.234, 75.356",13.2343586,75.3557927,1,K P Manjunatha Prabhu Memorial Hospital,Karnataka,Chikkamagaluru
"13.251, 76.49",13.2507007,76.4895423,1,Nagesh Hospital - Channarayapatna,Karnataka,Hassan
"13.257, 76.476",13.2566814,76.4762299,1,Jenukal Nursing Home,Karnataka,Tumakuru
"13.277, 76.469",13.277364,76.4693307,1,Vidya Hospital And Kidney Centre,Chhattisgarh,Raipur
"13.308, 76.943",13.3082141,76.9428465,1,Shusrusha Nursing Home,Karnataka,Gadag
"13.315, 76.255",13.3145423,76.2551195,1,Nagabhushana Hospital.,Karnataka,Hassan
"13.32, 79.586",13.3200519,79.585628,1,C.S.I. Hospital,Andhra Pradesh,Chittoor
"13.326, 74.725",13.3258641,74.7249281,1,S. D. M. Ayurveda Hospital,Karnataka,Udupi
"13.329, 77.116",13.3294695,77.1163069,1,Suraksha Hospital,Karnataka,Tumakuru
"13.331, 78.208",13.3305066,78.2077368,1,Sri Venkateshwara Nursing Home,Karnataka,Kolar
"13.332, 77.113",13.3321468,77.113153,1,Kasturba Hospital,Karnataka,Tumakuru
"13.333, 77.109",13.3332997,77.1086457,1,Aruna Hospital,Karnataka,Tumakuru
"13.333, 77.111",13.3334651,77.1107155,1,Vasan Eye Care Hospital,Karnataka,Tumakuru
"13.333, 77.117",13.3333862,77.1174186,1,Kaveri Nursing Home,Karnataka,Mandya
"13.334, 77.11",13.3336563,77.1100147,1,Chaitanya Hospital - Tumkur,Karnataka,Tumakuru
"13.335, 77.058",13.3348651,77.0578855,1,Sree Siddhartha Hospital,Karnataka,Tumakuru
"13.336, 77.117",13.3357112,77.1174985,1,Pragathi Hospital,Karnataka,Tumakuru
"13.338, 78.213",13.3378225,78.2134077,1,Sanjo Hospital,Karnataka,Mandya
"13.344, 74.749",13.3439917,74.7489005,1,Gandhi Hospital,Karnataka,Udupi
"13.345, 74.785",13.3449705,74.7849072,1,Sonia Clinic,Karnataka,Udupi
"13.351, 74.865",13.3512744,74.8653331,1,Kamath`S Nursing Home,Karnataka,Udupi
"13.382, 74.731",13.3823632,74.7307807,1,Goretti Hospital,Karnataka,Udupi
"13.386, 79.799",13.3857837,79.7988547,1,Vishwa Bharati Cancer Hospital,Andhra Pradesh,Kurnool
"13.388, 78.226",13.3876269,78.2257937,1,Venkateshwara Nursing Home,Karnataka,Kolar
"13.394, 79.557",13.394047,79.557183,1,Sankar Foundation Eye Hospital,Andhra Pradesh,Visakhapatnam
"13.4, 78.051",13.3995651,78.0507499,1,Rk Nursing Home,Karnataka,Chikkaballapur
"13.403, 76.624",13.4026463,76.623779,1,Ramakrishna Nursing Home,Karnataka,Mandya
"13.438, 77.728",13.4378453,77.7282602,1,Csi Hospital,Karnataka,Chikkaballapur
"13.459, 74.992",13.4587597,74.992472,1,Sri Raghavendra Maternity and General Hospital,Karnataka,Udupi
"13.518, 77.232",13.5175803,77.2321629,1,Renukaa Hospital,Karnataka,Tumakuru
"13.524, 74.704",13.5240018,74.7044425,1,Charmakki Narayana Setty Memorial Lions Eye Hsp,Karnataka,Udupi
"13.551, 76.023",13.5511609,76.0230343,1,Balaji Nursing Home,Karnataka,Chikkamagaluru
"13.553, 76.011",13.5533476,76.0111179,1,Sri Satya Sai Hospital,Karnataka,Chikkamagaluru
"13.553, 78.509",13.5529488,78.5086376,1,Kathasagaram Hospitals,Andhra Pradesh,Chittoor
"13.566, 78.507",13.5657237,78.5066868,1,M.V.L Hospital,Andhra Pradesh,Chittoor
"13.608, 75.509",13.6079744,75.508744,1,General Hospital,Karnataka,Chikkamagaluru
"13.61, 79.449",13.6095995,79.4489169,1,Sviss Hospital,Andhra Pradesh,Chittoor
"13.616, 79.413",13.6157076,79.4125828,1,Sree Emergency and Crticial Care Hospital,Andhra Pradesh,Chittoor
"13.63, 79.412",13.6302513,79.4118237,1,Manohari Nursing Home,Andhra Pradesh,Chittoor
"13.632, 79.414",13.632021,79.4141978,1,Sri Ramachandra Nursing Home,Andhra Pradesh,SPSR Nellore
"13.632, 79.426",13.6320156,79.4260025,1,Asalatha Medicare Pvt Lt,Andhra Pradesh,Chittoor
"13.633, 79.455",13.633255,79.4552064,1,Swarnamurtha Hospital,Andhra Pradesh,Chittoor
"13.634, 79.416",13.6340453,79.4157431,1,Sri Sai Kurpa Nursing Home,Andhra Pradesh,Anantapur
"13.634, 79.417",13.6335087,79.4170539,1,Elite Hospital,Andhra Pradesh,Chittoor
"13.634, 79.42",13.6338782,79.4195997,1,Clinic Nisha,Andhra Pradesh,Chittoor
"13.634, 79.426",13.6344095,79.425573,1,Balaji Orthopaedic And Trauma Hospital,Andhra Pradesh,Chittoor
"13.636, 79.421",13.6358027,79.420805,1,Venkataramana Heart And Maternity Hospital,Andhra Pradesh,Chittoor
"13.637, 79.413",13.6365271,79.4127143,1,Ramya Hospital,Andhra Pradesh,Chittoor
"13.637, 79.414",13.6368739,79.4144319,1,Shyamala Nursing Home,Andhra Pradesh,Chittoor
"13.637, 79.421",13.6370231,79.4206271,1,Rushh Hospital,Andhra Pradesh,Chittoor
"13.639, 79.418",13.639101,79.4177213,1,Vision Care Clinic,Andhra Pradesh,Chittoor
"13.639, 79.42",13.6388217,79.4204627,1,Sri Ramadevi Multi Super Speciality Hospital,Andhra Pradesh,Chittoor
"13.639, 79.427",13.6390013,79.4272041,1,Neelima Maternity Nursing Home,Andhra Pradesh,Chittoor
"13.64, 79.418",13.6403071,79.4176391,1,Apollo Multispeciality Hospital,Andhra Pradesh,Chittoor
"13.645, 79.419",13.6452591,79.419089,1,Manasa Kidney Foundation,Andhra Pradesh,Chittoor
"13.65, 78.933",13.65,78.933333,1,Sujatha Nursing Home,Andhra Pradesh,Chittoor
"13.691, 75.246",13.6906892,75.2464986,1,Sri Krishna Orthopedic Centre and Nursing Home,Karnataka,Shivamogga
"13.692, 75.239",13.6923106,75.2390616,1,Mc Gann Hospital,Karnataka,Shivamogga
"13.696, 75.246",13.6958855,75.2457184,1,Anuradha Nursing Home,Karnataka,Shivamogga
"13.739, 79.712",13.7392101,79.7119419,1,Chaitanya Childrens Hospital,Andhra Pradesh,Chittoor
"13.74, 76.902",13.7398259,76.9023925,1,Raghu Hospital,Karnataka,Tumakuru
"13.741, 76.899",13.7414154,76.8992584,1,Jyothi Hospital,Karnataka,Dakshina Kannada
"13.744, 76.902",13.7436096,76.9021004,1,Mehta Surgical and Maternity Hospital,Haryana,Kurukshetra
"13.798, 76.284",13.7975001,76.2843163,1,Kanhangad Nursing Home,Kerala,Kasaragod
"13.819, 77.499",13.8185378,77.4988753,1,Sreenivasa Nursing Home,Andhra Pradesh,Anantapur
"13.834, 74.804",13.8342723,74.8041701,1,Dr N Bhaskara Acharya Memorial Hospital,Karnataka,Udupi
"13.836, 77.505",13.8358978,77.5046101,1,Shilpa Hospital,Andhra Pradesh,Anantapur
"13.837, 77.488",13.8371751,77.4878898,1,Teja Nursing Home,Andhra Pradesh,Anantapur
"13.844, 75.705",13.8437239,75.7049175,1,Durga Hospital,Karnataka,Shivamogga
"13.845, 75.71",13.8447807,75.7097504,1,Nayana Hospital,Karnataka,Shivamogga
"13.923, 75.571",13.9234955,75.5707085,1,Sankara Eye Hospital,Karnataka,Shivamogga
"13.926, 75.573",13.9255247,75.5729235,1,Ideal Nuring Home,Karnataka,Shivamogga
"13.932, 75.571",13.9320504,75.5709952,1,Shanta Nursing Home,Karnataka,Shivamogga
"13.936, 75.572",13.9357301,75.5718266,1,Dr Mallesh Shashikala Nursing Home (City Hospital),Karnataka,Shivamogga
"13.937, 75.556",13.9371242,75.5562438,1,Sri Ragavendra Nursing Home,Karnataka,Shivamogga
"13.937, 75.569",13.9368371,75.5692542,1,Onkar Hospital,Karnataka,Shivamogga
"13.937, 75.574",13.9373848,75.573519,1,Basaveshwar Hospital,Karnataka,Shivamogga
"13.938, 75.571",13.9378586,75.5713994,1,"City Hospital,Shimoga",Karnataka,Shivamogga
"13.939, 75.572",13.9391233,75.5715394,1,Nanjappa Hospital,Karnataka,Shivamogga
"13.941, 75.568",13.9412001,75.5682456,1,Tadikela Subbiah Trust,Karnataka,Shivamogga
"13.941, 75.571",13.9414527,75.5706084,1,Pushya Hospital,Karnataka,Shivamogga
"13.949, 75.562",13.9488047,75.5617937,1,Kgp Hospital,Karnataka,Shivamogga
"13.952, 79.349",13.9518505,79.3492863,1,Vishnu Nursing Home,Andhra Pradesh,Y.S.R.
"13.956, 79.582",13.9559395,79.5815375,1,Sri Sadana Nursing Home,Andhra Pradesh,SPSR Nellore
"13.986, 74.555",13.9861894,74.554655,1,Bhatkal Health Care Ltd,Karnataka,Uttara Kannada
"13.986, 77.766",13.9860276,77.7658783,1,Santhi Nursing Home,Andhra Pradesh,Anantapur
"13.999, 77.631",13.9985538,77.6308055,1,Mansa Hospital - Gowribidanur,Karnataka,Chikkaballapur
"14.05, 76.181",14.0504576,76.181272,1,Sajjan Hospital,Karnataka,Chitradurga
